Time(in Hours),Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20,Bus21,Bus22,Bus23,Bus24,Bus25,Bus26,Bus27,Bus28,Bus29,Bus30,Bus31,Bus32,Bus33,Bus34,Bus35,Bus36,Bus37,Bus38,Bus39,Bus40,Bus41,Bus42,Bus43,Bus44,Bus45,Bus46,Bus47,Bus48,Bus49,Bus50,Bus51,Bus52,Bus53,Bus54,Bus55,Bus56,Bus57,Bus58,Bus59,Bus60,Bus61,Bus62,Bus63,Bus64,Bus65,Bus66,Bus67,Bus68,Bus69,Bus70,Bus71,Bus72,Bus73,Bus74,Bus75,Bus76,Bus77,Bus78,Bus79,Bus80,Bus81,Bus82,Bus83,Bus84,Bus85,Bus86,Bus87,Bus88,Bus89,Bus90,Bus91,Bus92,Bus93,Bus94,Bus95,Bus96,Bus97,Bus98,Bus99,Bus100,Bus101,Bus102,Bus103,Bus104,Bus105,Bus106,Bus107,Bus108,Bus109,Bus110,Bus111,Bus112,Bus113,Bus114,Bus115,Bus116,Bus117,Bus118
0.0,26.80526814735764,26.789447826255618,26.740213834373847,26.53457344402794,26.50961131572071,26.67954753636061,26.705843994638943,26.52087171372435,26.357117692268513,26.185705340760435,26.710317781636366,26.723714030560817,26.83618771891827,26.794501436963547,26.846982117198134,26.769302988948912,26.656796304815153,26.816065375708103,26.85147096612866,26.85005811205121,26.800523083478527,26.71006277243967,26.510705535736,26.57771428461266,26.18399671449605,26.229416426701608,26.800323084049364,26.86886702624699,26.912441844288175,26.605788835431557,26.89523038150323,26.829737285162878,26.864642224826635,26.775160327897474,26.80126019387374,26.80545862477571,26.73024303050998,26.67030364728756,27.040420871022448,27.164154866693433,27.225954271086298,27.133420081880153,26.909275784623105,26.919526193706186,26.887143232190823,26.678186382917406,26.55187016524284,26.563201149019974,26.48798798669268,26.661208652739063,26.88885480907853,26.971169754232193,26.98739688649259,26.902658238564726,26.90927755398044,26.90961530784716,26.83355882372537,26.9259514080708,26.565040206460367,26.417643197839134,26.373645450499627,26.412352485179827,26.477528082681165,26.386823245504957,26.24905856587052,26.197357427258886,26.34838979715149,26.22436565450037,26.141143719613016,26.689142405240027,26.692951114234425,26.683624100913597,26.698478326308777,26.85314080211629,26.77961497388801,26.946189330720863,26.451415318325843,26.472932381736772,26.438699562625537,26.231907891755146,26.223574302825337,26.390900341785038,26.31486191941597,26.177117825795566,26.07195501957004,26.170971952960286,26.154494316889703,25.978128615274958,25.795864732968834,26.193704130960896,26.156504195982123,26.060320515072053,26.224952374635528,26.336926245032764,26.40776643335633,26.381310663575142,26.33264579835733,26.338886755066614,26.384234376343134,26.322768103995696,26.262373290232564,26.13216100635088,26.584782378859785,26.78942335901286,26.868721009150903,26.895990225530458,27.082096065833547,26.92869976190219,26.949241602975025,26.979835106669427,26.845678695970616,27.25292815227512,26.687137691430262,26.855813366115154,26.85724406699868,26.23409515157211,26.83543253694344,26.951559357326897
0.25,26.572979930664008,26.55604922005132,26.50983245679371,26.30866317125788,26.285028291605077,26.4494306799426,26.475002262449912,26.29542493939318,26.138335925643222,25.973841904985733,26.47784602720313,26.491906075618875,26.594831500458813,26.556796228183533,26.607222180931917,26.536314099067354,26.424015138829635,26.577525442786765,26.611879213195756,26.6095600909939,26.561413463024188,26.47305389331966,26.28102418186239,26.34755463000395,25.96865339239313,26.012611408374287,26.55531033993858,26.620582450138798,26.660940482158985,26.375182058199233,26.643836368566586,26.580739636544003,26.62432282539942,26.539104281938265,26.56463830673621,26.56859625492784,26.495073728772294,26.436605644307456,26.78407578546733,26.896101289832508,26.951526601838232,26.868321914120934,26.669643330349892,26.677161413307434,26.64377102161205,26.441634673553022,26.317880980482897,26.328433593067174,26.254304202134986,26.416229891902173,26.637789469637802,26.718095302931474,26.732774525347065,26.647829790433416,26.65376244125507,26.65411580253683,26.582034384767294,26.670827611347473,26.316307505822916,26.18447983572498,26.142388847532526,26.181751251351024,26.236773089291383,26.154152060572986,26.028124329962864,25.978645582368745,26.120295731432396,26.007256142595246,25.92820571295424,26.458484059393577,26.461921881412653,26.451295982054624,26.467339241690553,26.61484182946647,26.544024951671574,26.697427718303157,26.22482727471218,26.246468566409703,26.214807091959198,26.016682665251306,26.007665832648385,26.1678952437406,26.09533829332502,25.962484862646907,25.860266817489123,25.94825732182046,25.932520969323537,25.773452979726486,25.597385019050602,25.980354166568016,25.944163801449868,25.850293560550767,26.006914118879727,26.112321783496814,26.178121327399825,26.1570294570964,26.112470302244947,26.120547797128307,26.16045833715676,26.10016719628387,26.043125197978462,25.919008163789986,26.347285705486534,26.543140756342506,26.621875198216653,26.65193714094874,26.835368777537646,26.675269402994076,26.69330226641184,26.717744941205,26.589842004839294,26.969571152358412,26.451483341016846,26.607724879471167,26.609423336982424,26.016942099550747,26.599347650637426,26.70817339365713
0.5,26.335249979737533,26.319222590698104,26.274014831886916,26.07855634854153,26.056366266987055,26.21547731345233,26.239945413873684,26.066112342196337,25.915641450717494,25.75802297049938,26.242340885236576,26.25622146274969,26.34895635165179,26.317392478910957,26.365721150273814,26.29754563711642,26.188605061847998,26.336440560813923,26.369825925767387,26.367695411692154,26.32025916598966,26.233859158946757,26.04993314377876,26.114864092632565,25.75125076430901,25.79358325035719,26.310321990775265,26.372242533219065,26.409788036199057,26.141622154743203,26.391795311655798,26.33350663327786,26.381720948020998,26.297444506384338,26.32234177477586,26.326054945947682,26.25532471712428,26.199551788844868,26.52507112114984,26.627685595687453,26.681125328149196,26.608227747055977,26.421336268131117,26.42841382721705,26.39682671814311,26.20414254308538,26.086002468313612,26.094021795761247,26.022117566174835,26.177345869860822,26.391642070554905,26.468997123211235,26.484906336177428,26.403346811835426,26.409163666873255,26.409655124738766,26.33898362963531,26.42270840506462,26.08170360546038,25.95831115831965,25.91763910518482,25.95577099778356,26.006502706486163,25.92840685406025,25.808589488394432,25.760698627398853,25.89375490477716,25.789588865834038,25.71421716359348,26.2223654479805,26.225620270156934,26.21499286645769,26.230859491830532,26.37570649663895,26.305330112904656,26.442425650809415,25.997484289723303,26.01884916670969,25.98847918027856,25.799175619003158,25.79023757017054,25.943823982561135,25.875178354276468,25.745358626268047,25.645890181554847,25.727836383656484,25.712820134339935,25.56373515420852,25.39634025138373,25.764385211996103,25.729577365532347,25.63906992896559,25.78719494366305,25.886184202419162,25.9494479281709,25.931958479699865,25.889960143116223,25.897836029441972,25.93325208278179,25.87375130245701,25.822618156098496,25.704549210140303,26.104193502463346,26.292391773380515,26.36799200905619,26.397692826655565,26.575785560780155,26.41456112913347,26.429992822900022,26.44834612398202,26.326788822352775,26.673572767956756,26.21409935143967,26.359840345150566,26.36150308013492,25.7990361398789,26.359386688570506,26.460009983625177
0.75,26.156065148884704,26.14083414219158,26.096296231311282,25.907690347673338,25.88646349067556,26.040185678454314,26.06450025500879,25.896127457665536,25.75061101748109,25.598143202850277,26.066118542400496,26.0799737703491,26.166903107027863,26.138552513333174,26.184527872753133,26.123438935082426,26.015250439778832,26.15803460040696,26.18990253320604,26.187879052512486,26.142007217552145,26.05912029538706,25.883397157964733,25.947921187794474,25.593681840478947,25.63441126963869,26.13534313286716,26.194366400574918,26.229328048748066,25.970078980548518,26.211251528071116,26.15709533216031,26.20061497808027,26.123827809790907,26.147418682909866,26.15113382248601,26.08187208499783,26.02712481782508,26.3351724012078,26.430997898291153,26.481461612939693,26.409482623820995,26.246272972994642,26.247896282437477,26.2163564808946,26.029017981770693,25.91409808291693,25.920426385663863,25.851016525044166,26.001102081350805,26.210695946713894,26.28810115180745,26.30191832434281,26.22181359077244,26.22745740709935,26.227830753059884,26.15808028088959,26.239995925559764,25.9097834067049,25.79047393072548,25.75164619350255,25.788414809491748,25.837358022670806,25.762202909493485,25.647590260745602,25.600437934656583,25.727694677658256,25.63043590377999,25.557817928587127,26.056251225770698,26.059081429030677,26.04700533553216,26.064186824412264,26.200784079400314,26.13132178137681,26.259940991808612,25.832854397683086,25.853700556056353,25.825716472876135,25.641191245975175,25.631947201595473,25.783464467453285,25.718513442699773,25.593849598279448,25.498737750690143,25.577358894710002,25.56282121570202,25.422637693541127,25.257124067632553,25.61412717478635,25.579713515180153,25.490758058976848,25.63213581087443,25.72676069833717,25.7874726278652,25.770651259774368,25.730708414236627,25.737579308818923,25.772577573414775,25.715351762965494,25.66698096681011,25.553576287276414,25.93672061111462,26.120530315998817,26.194433509840188,26.227085746133817,26.39780134404687,26.23658704457344,26.250343331368402,26.264848122860386,26.14754232800016,26.476497683765295,26.040081404633835,26.184031800337152,26.185946028351946,25.639605576488208,26.179955696727884,26.279710770277635
1.0,26.041786670173607,26.02537616881226,25.98415339413282,25.800126014803773,25.77914333580418,25.929344759634162,25.952557094881072,25.788655877476312,25.646171540015487,25.49685762340854,25.953194390270337,25.967214491345338,26.055678889488366,26.02539357144176,26.072118234472896,26.00890551148343,25.90539561243237,26.0447542497436,26.076189457145528,26.072671568769763,26.0287098559595,25.948122888304123,25.775191005561688,25.837362347716475,25.492028903313297,25.532053963765403,26.021340949175237,26.07928322993813,26.113861540291552,25.86124919806396,26.09794824188529,26.043449722668573,26.088616247495075,26.01174521895626,26.034906189969433,26.038469899138445,25.97142170464873,25.917688343968006,26.226219283706314,26.3232201262763,26.372724010714695,26.301496311757038,26.128332633069718,26.129289550778402,26.09963517587086,25.917680681853557,25.80476827319193,25.814285086128752,25.746555067602067,25.892209223988907,26.09496456887616,26.168846745687475,26.181397255505555,26.102916967577,26.108366081534626,26.108366685772868,26.042961440627508,26.12314483580069,25.802019242184798,25.686055476401375,25.647712242850943,25.683922026560563,25.731355755954624,25.657927077818385,25.545503835407935,25.49994730576912,25.626277880748397,25.527922111651247,25.456680640492646,25.9410156114543,25.943929519280054,25.932925902096727,25.948908537890606,26.080907766094043,26.017612114468196,26.15175618547344,25.726110282024756,25.746476705698914,25.718289184526288,25.537567105544923,25.52889425081714,25.674712433289596,25.609753558073905,25.48687430855539,25.392801222118308,25.470254134377587,25.456053981983356,25.315712995782807,25.154247870164937,25.501585148608346,25.468460793689168,25.38239690596355,25.523962029498,25.618915823942952,25.679016092461424,25.662962704735243,25.624043240128138,25.63044757068184,25.663678038384642,25.607347154143877,25.555733283062782,25.444236789461566,25.826095098204107,26.004723170119036,26.076681856678523,26.10662780908124,26.27341322835737,26.11954553960735,26.13367618724208,26.14973874208239,26.035055315288695,26.365892893633955,25.929636393689872,26.069035089032155,26.070739283111926,25.53684983076544,26.064429731374126,26.16794805933911
1.25,25.964545326322266,25.949764184049023,25.90802894849885,25.72481505046231,25.704522407274194,25.85393518853831,25.877332367240125,25.713902635941032,25.573570211713513,25.426495271451362,25.87742345710472,25.892031051926892,25.973496302712228,25.949216402889984,25.993281970593735,25.934040897235864,25.82914947114865,25.96694101249531,25.99749562814158,25.995234208627515,25.951702707374267,25.87159065377745,25.702580415859444,25.764412255606103,25.423012359690087,25.462224514523037,25.94581607228446,26.001308244028422,26.03392447475007,25.785516798146123,26.016721961797792,25.96729236292406,26.009001985233937,25.933247950752683,25.95545730427974,25.959157316017343,25.89298940631316,25.84012971097405,26.138665634279814,26.230215703485825,26.28035173128506,26.211350930073504,26.04842982322145,26.045616943511718,26.017020466371672,25.837187996150018,25.726759847321677,25.73490208449391,25.66745860605843,25.81340374736967,26.014237473111926,26.088509506236566,26.10064027923064,26.024976322096933,26.0302108371996,26.030558832804896,25.964765934251513,26.041961855505846,25.728229176468048,25.611203872413615,25.573508555325425,25.607575191010625,25.65741559634831,25.583937201141797,25.47204523641616,25.426321535880085,25.54826468985516,25.454343581874458,25.384649030023244,25.867848493088164,25.870613037165143,25.859567620217135,25.87545375342856,26.00585178042914,25.94070328774579,26.063141339215168,25.65012472459013,25.670391658846018,25.64288392254944,25.463040753927192,25.455010484903838,25.60054983412871,25.538358899871085,25.41869212515673,25.32615942146476,25.40381023594629,25.389817359796588,25.252628268409076,25.092404273168132,25.437206861732598,25.402938799532304,25.316121244612514,25.452944891390743,25.5437319520065,25.603860019365342,25.58795403690601,25.54949918938135,25.55250384659371,25.586861018591627,25.530242484937258,25.483813039610382,25.37609119650905,25.740457360079127,25.91827785502315,25.988140981678143,26.019490552540045,26.17879665146235,26.026008117075023,26.03815133924099,26.04956034238124,25.93720877797968,26.248947847040437,25.853393892734246,25.993292021162887,25.99510471796886,25.462949410156696,25.9886955157649,26.08548042817227
1.5,25.82948507057007,25.8159987545114,25.774156239983963,25.597441444382262,25.57795508564181,25.724206253300828,25.74630619814138,25.58735410150413,25.450577689684888,25.307204060301725,25.74594833403827,25.759817221495627,25.83805702869992,25.81684784498841,25.862587607169942,25.80035023773309,25.70070851109076,25.83479756953087,25.865290380227233,25.862042953735127,25.81849314995925,25.74012117968479,25.576184393736092,25.637022932625687,25.303829041235375,25.342232013088452,25.811248539230647,25.865135407413458,25.896774355320655,25.658021071265935,25.879629291996427,25.832987806645452,25.879045848709985,25.80243550115654,25.824581978325597,25.828009122784536,25.76365571467625,25.71236244431275,26.001372563390404,26.09126011268081,26.142380947096655,26.08027219345187,25.912793521641543,25.91069141211017,25.883152502000186,25.709678108878656,25.603665241333278,25.610061580788035,25.545491884341537,25.688409026827184,25.885341543663763,25.957405192003993,25.97079152407542,25.896312752715925,25.90179320477182,25.902043957911264,25.83629325702696,25.91199521956969,25.60961379914474,25.495901905427207,25.45841614381321,25.492059010910904,25.540092173510278,25.46804912656973,25.357104937452068,25.31195185178936,25.431116983647193,25.340001482940096,25.271609637034604,25.737493354100252,25.740141927597914,25.72919814540197,25.744849694462772,25.873141671919534,25.808963202571608,25.925346741279004,25.530557992208973,25.551031548025684,25.523774201343237,25.34897170292977,25.340745295574937,25.48032690797705,25.418818554076278,25.298053048340012,25.206910975996415,25.28321826924037,25.269606034410273,25.13409335341872,24.97905584375537,25.312554755879958,25.280649309887902,25.19837705022067,25.332452863767347,25.422400247574565,25.482621831677317,25.46859535735873,25.431767110707142,25.43553374361414,25.465069087248523,25.40903927525701,25.3632710429276,25.257180495484754,25.61186824891377,25.786935866991247,25.854993617672168,25.884896532810068,26.044080486832915,25.8890660499844,25.899792542105214,25.90803103181997,25.798891098227163,26.09526146947327,25.724083933566693,25.85776531261443,25.85936466243343,25.34858224229275,25.853081338291805,25.94877061003422
1.75,25.766684608156794,25.752802015390543,25.712107070349983,25.53655599910571,25.517234823556663,25.660102521158784,25.682595367497175,25.52663019246497,25.39152639382357,25.249894324681886,25.68323828122748,25.697165938235653,25.774243183404774,25.752707603434843,25.795878000710573,25.737355106438255,25.639054161226653,25.773032269956555,25.80119871910254,25.79886672243304,25.756679786266787,25.67974161825915,25.51820218403234,25.57768146153595,25.248987760318705,25.286582549434897,25.754784468595275,25.807182778767366,25.83727458757835,25.596918591609505,25.81992945818055,25.77400660249482,25.81084020134563,25.73918334471529,25.761232024296294,25.764843822773795,25.70057419672068,25.649985908704704,25.933418292452476,26.020264342174674,26.068957442839807,26.00305905539765,25.851203502259246,25.85328826532906,25.827060829797897,25.651565145685378,25.54409540979119,25.55101464685744,25.486047267159414,25.628041271028497,25.82160501369896,25.893375498450588,25.907896487762642,25.836361356999237,25.84094850882652,25.84133425581812,25.775807533165686,25.849478890903928,25.547967904662563,25.43346761461495,25.39730171403422,25.43001913068551,25.478948798187936,25.407432337716028,25.29861255483378,25.25427593284675,25.371324507039795,25.281674326055985,25.214275206694445,25.676534810095248,25.679445272133652,25.670064982910866,25.684106564134645,25.810644878885867,25.747779044051757,25.863803786312896,25.46960321564487,25.48864843192702,25.462120661414858,25.29052625183819,25.28250102570986,25.42408132173179,25.3655712807474,25.250630907438406,25.162197412645632,25.23743718257754,25.223962771786,25.091650975182347,24.939246648098603,25.278959010899555,25.242556943091422,25.15376074107587,25.283262750588413,25.36913080059259,25.426975783358344,25.41118127622174,25.373621602849504,25.37721088573773,25.4117915424943,25.355370071774473,25.312822377276085,25.210644715366776,25.554799472528213,25.72588582976476,25.79219610486396,25.821937892809288,25.976599119769094,25.82727824380346,25.838345537503468,25.847694650397052,25.73989833583417,26.034397650269053,25.662683800210456,25.799126118634035,25.80091411702222,25.290033200869562,25.792685404844303,25.887404863624273
2.0,25.709124878605188,25.69348162908887,25.654480963195407,25.4806860300052,25.46187984645204,25.60364107631727,25.625572546846485,25.471500433909778,25.337985262179313,25.198007532447903,25.624193015996,25.639007923765494,25.713752683906993,25.695411879939833,25.740004910929052,25.68040008064705,25.583907078608583,25.716021991805622,25.744741097811225,25.740347359985762,25.698635302576964,25.622866538927727,25.46438384084359,25.52334223354056,25.198111349224213,25.23530531157741,25.697348238525883,25.748643665347508,25.776866021289905,25.542198263071068,25.76021743392732,25.717587420051917,25.755999722867074,25.684624394026866,25.706126132280257,25.709664799259713,25.646270952200098,25.595924532601625,25.876174472930906,25.96233873998524,26.012281514284144,25.948155281138007,25.79458045158697,25.793097888556453,25.76693084809425,25.595200921342453,25.48792929077201,25.496022083612957,25.43219428905542,25.57331346353447,25.764974372016912,25.8364160683332,25.849716909093832,25.778185416117857,25.783656489615726,25.78306158220479,25.7185257845314,25.791513781713764,25.499016255495988,25.384572312728295,25.348420436189066,25.38041061600489,25.429882090559516,25.358321249773116,25.248966009726413,25.204535440213057,25.32048058483231,25.231800601333298,25.16486454591027,25.620979182577052,25.623887286517185,25.614162533153152,25.62861343808047,25.748274099075033,25.688268522379303,25.801948320302387,25.41802688652374,25.43749592817514,25.41135045172107,25.240416847345944,25.23248326829872,25.371539594611296,25.31202446291957,25.196240491757614,25.108074382787404,25.184328793650785,25.17101835783598,25.03807565808646,24.88563106158408,25.21779741047568,25.18329829248994,25.096952314331798,25.22701128475522,25.313936810842577,25.373275120909874,25.358604006683937,25.322327727971775,25.324389964386427,25.355966967582958,25.299751860710863,25.254626377279468,25.153290932357937,25.495003585347913,25.66671236591304,25.731974460250193,25.762424608205343,25.91489494177771,25.76288664002904,25.77234968260661,25.777174242519415,25.671011285134046,25.957486724275814,25.607426692104294,25.742415112798643,25.744142791747635,25.240076182468314,25.732210816190587,25.825771274283646
2.25,25.6379090869102,25.622675078253664,25.584109548933352,25.41220145178029,25.393551499470583,25.53344112315175,25.55489570683646,25.402569519064173,25.27097220628465,25.132992174905517,25.55420810414751,25.56815680912044,25.642315078916603,25.622290916655164,25.6656613800444,25.607322727911747,25.511172687272765,25.63981863098161,25.66931712107133,25.665666910549522,25.624249053860364,25.548906817699336,25.39137009886027,25.450861409645327,25.129346743729975,25.166374697094735,25.615705562464964,25.667682201039515,25.697374178884502,25.47046888092367,25.681193176908746,25.636426185088084,25.68187453011901,25.610809077018136,25.63245769360441,25.635643230117076,25.57342701905189,25.523804843504266,25.800162132205188,25.88463226916253,25.93243831812416,25.87173793781887,25.71693370783435,25.714550721978302,25.687819200318227,25.52208676055138,25.418740407592477,25.425824096168895,25.36294243652861,25.49965211238306,25.688659779121853,25.758440253901234,25.771890117148054,25.6988565042599,25.70455121523279,25.70422650946549,25.64179036338968,25.713986724645533,25.423313370444017,25.315499447706614,25.279701761353685,25.3130966938616,25.357250737749986,25.288796527368,25.183341708075762,25.13986697664334,25.254362866126435,25.16795109928354,25.10224126765346,25.54990707236365,25.552324880304724,25.5405339455403,25.55697211800985,25.680088365544442,25.620303498670925,25.733163439005306,25.35121239578866,25.370621207256086,25.34483050468251,25.17750900239123,25.16909894148775,25.303026314406456,25.243471236875425,25.126107676669275,25.03729110725187,25.109550065554956,25.096477736195112,24.966983294452596,24.81718063514079,25.136811982688137,25.10686119511909,25.02799739363828,25.158079600112323,25.245098357344474,25.30297312527278,25.29060474205872,25.25623209894495,25.2613394938903,25.28708614628168,25.232833886477724,25.187078269538414,25.084788716584605,25.42698469118713,25.595357213682018,25.661208501702813,25.6910254741881,25.847391681181712,25.692841235671434,25.70271848644022,25.708988719473872,25.604310600110512,25.888009577819,25.53333158924055,25.660291149101482,25.661875430481754,25.17641002833022,25.65735581926522,25.75711311293805
